n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,W_sr,experiment_name,cycles,n_rep,nrmse
3000,500,0.02,0.47916,6.000000000000001e-05,43.2,28,30,18,1.1,250,250,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00059895,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0017274656365525917
3000,500,0.01125,0.324,7.500000000000001e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.002259952373292464
3000,500,0.02,0.47916,6.000000000000001e-05,38.88,28,30,18,1.1,250,250,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00059895,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0019740417620711993
3000,500,0.01125,0.324,4.500000000000001e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0020561265822234905
3000,500,0.02,0.324,6.000000000000001e-05,48,28,30,18,1.1,250,312,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00036449999999999997,0.007,PCARFC,225.0,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0016686000397315443
3000,500,0.02,0.4,6.000000000000001e-05,48,28,30,18,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.0077,PCARFC,250,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0016730552120266392
3000,500,0.01125,0.324,3.375000000000001e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0019839777688119937
3000,500,0.01125,0.324,2.5312500000000005e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0018715643735406724
3000,500,0.02,0.4,6.000000000000001e-05,48,28,30,18,1.1,250,375,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,PCARFC,275.0,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0016469169603806069
3000,500,0.02,0.47916,6.000000000000001e-05,38.88,30.8,30,18,1.1,250,250,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00059895,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0023375026830408257
3000,500,0.01125,0.324,1.8984375000000006e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.002040724889761237
3000,500,0.02,0.47916,6.000000000000001e-05,38.88,25.2,30,18,1.1,250,250,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00059895,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0018448009679049408
3000,500,0.02,0.4,6.000000000000001e-05,48,28,30,18,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00045,0.007,PCARFC,250,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.001502831517075369
3000,500,0.02,0.324,6.000000000000001e-05,52.8,28,30,18,1.1,250,312,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00036449999999999997,0.007,PCARFC,247.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.001527273155934928
3000,500,0.01125,0.324,1.8984375000000006e-05,38.88,27.72,24.3,14.579999999999998,1.2000000000000002,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.003178862209191212
3000,500,0.01125,0.324,1.8984375000000006e-05,38.88,27.72,24.3,14.579999999999998,1.0,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.002896207258798448
3000,500,0.02,0.4,6.000000000000001e-05,48,28,30,18,1.1,250,375,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,PCARFC,225.0,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0015927216435620655
3000,500,0.02,0.47916,6.000000000000001e-05,38.88,22.68,30,18,1.1,250,250,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00059895,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0020074946989038583
3000,500,0.02,0.4,6.000000000000001e-05,48,28,30,18,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.0063,PCARFC,250,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.001589157905901354
3000,500,0.02,0.324,6.000000000000001e-05,43.2,28,30,18,1.1,250,312,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00036449999999999997,0.007,PCARFC,247.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0017568608941262848
3000,500,0.01125,0.324,1.8984375000000006e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.55,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0025580220220988814
3000,500,0.01125,0.324,1.8984375000000006e-05,38.88,27.72,24.3,14.579999999999998,1.1,250,187,3000,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.007,PCARFC,202.5,False,1.45,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0032265108423035725
3000,500,0.02,0.47916,6.000000000000001e-05,38.88,22.68,33.0,18,1.1,250,250,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00059895,0.007,PCARFC,202.5,False,1.5,1.2,../res/2025-01-04 11:58:25.csv,2,3,0.0017376471016256067
