n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,W_sr,sample_rate,experiment_name,cycles,n_rep,nrmse
1900,500,0.02,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,19.8,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028652576243322473
1900,500,0.02,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,16.2,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002975631517509912
1900,500,0.02,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,17.82,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028350927565765306
1900,500,0.02,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,19.602,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002466310179236985
1900,500,0.02,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003484098860245554
1900,500,0.025,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002950916792328135
1900,500,0.015,0.2916,6.000000000000001e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0032660600859958045
1900,500,0.02,0.2916,6.6e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003626976601137659
1900,500,0.02,0.2916,5.4000000000000005e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028863856523234344
1900,500,0.02,0.2916,4.86e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028675382650407513
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0037816503268114712
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,1.2000000000000002,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.004294423662130043
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,1.0,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025512365451519498
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0030713196448286283
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.55,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0026141035152250016
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.45,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002878358350856841
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.5,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0026288230353812914
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.55,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0030980301778534758
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.55,1.25,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025404484009905032
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.55,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002567277735404649
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000405,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0027713228920028354
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.0004455,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0032114569842742733
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00036449999999999997,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025658968601428135
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002966861729676317
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.0062369999999999995,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002789919051228916
1900,500,0.02,0.2916,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.005103,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.004368868417399084
1900,500,0.02,0.32076000000000005,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028984527798553506
1900,500,0.02,0.26244,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028164120583258232
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,62.5,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002984906013583169
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,68.75,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002481438714491855
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,27.0,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,56.25,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003021565020078634
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,33.75,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.004114773818648542
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,20.25,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0023854064225008256
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,28,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0023927691333986275
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,35.0,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0030104785039569747
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,21.0,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002541697796301377
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,15.75,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025084181575800594
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,16.875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002918303115734661
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,21.09375,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002585066848111732
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,12.65625,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003538478669949303
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,9.4921875,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002508341922351322
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,21.5622,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002721558184067596
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,23.718420000000002,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.00248418275613208
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,19.40598,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0024142875129969966
1900,500,0.02,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002540166305121606
1900,500,0.025,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0024023940257886407
1900,500,0.015,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028188110431310426
1900,500,0.01125,0.23619600000000002,4.374e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0035506192212134157
1900,500,0.01125,0.23619600000000002,4.8114e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002457988399446858
1900,500,0.01125,0.23619600000000002,3.9365999999999995e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0026663996474672273
1900,500,0.01125,0.23619600000000002,3.5429399999999997e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002467789516477695
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0030300070549854293
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,1.0,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0030768063531675547
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.8,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.55,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025480445089094217
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.6,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0023892111347029155
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.5,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002374743143679319
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.45,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.00245303147261145
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002825054213905115
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.45,1.0499999999999998,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0039057260288580817
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.45,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0027694259824437226
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00032805,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0029152889633166515
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.000360855,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025170261595940605
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00029524499999999997,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0027069139573134065
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00026572049999999995,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002559714759811293
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0029483685125422003
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.0062369999999999995,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002620489387245014
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.005103,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002508063710589517
1900,500,0.01125,0.25981560000000004,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0029948947764221355
