N,M,rfc_type,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,bias,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.002823943582690069
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.8499999999999996,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0031723420632299134
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0030613327043436758
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0032880796651683078
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.75,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0025713868615371894
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.6499999999999999,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0029993547023655096
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0030366451607805323
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.4,../res/2025-01-28 14:15:38_250.csv,3,5,0.0031596575198362875
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.30000000000000004,../res/2025-01-28 14:15:38_250.csv,3,5,0.003289414657956684
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.9499999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.25000000000000006,../res/2025-01-28 14:15:38_250.csv,3,5,0.0033668156191935957
